,shareholder_id,company_id,ownership
0,11081.0,10314907.0,0.2837
1,14309.0,3545212.0,0.0018
2,14309.0,7205406.0,0.0098
3,61431.0,6590084.0,0.0002
4,84860.0,2248650.0,0.10099999999999999
5,175920.0,8804271.0,0.0233
6,191919.0,5889269.0,0.9991
7,233974.0,8894812.0,0.0001
8,233974.0,6101952.0,0.01
9,233974.0,3030143.0,0.9732999999999999
10,330910.0,2811963.0,0.0068000000000000005
11,341844.0,3151426.0,0.1822
12,359497.0,5344699.0,0.0262
13,366899.0,9048852.0,1.0
14,374284.0,2811963.0,0.0068000000000000005
15,426595.0,5379497.0,1.0
16,506537.0,3030143.0,0.013300000000000001
17,524741.0,4233262.0,0.5001
18,586943.0,6101952.0,0.025
19,623383.0,6590084.0,0.0002
20,728430.0,3801269.0,0.03
21,728430.0,5106821.0,0.23
22,805561.0,8294766.0,0.0007000000000000001
23,805561.0,9458785.0,0.0068000000000000005
24,805561.0,8614049.0,0.0004
25,805561.0,3160620.0,0.0007000000000000001
26,805561.0,8036417.0,0.0005
27,805561.0,3801269.0,0.0005
28,862750.0,6325545.0,1.0
29,880827.0,2811963.0,0.0455
30,897662.0,9458785.0,0.1009
31,903805.0,8804271.0,0.0288
32,908714.0,3825593.0,0.0134
33,908714.0,1777942.0,0.222
34,908714.0,2354524.0,0.2057
35,934347.0,8391710.0,0.037000000000000005
36,969321.0,426595.0,0.013000000000000001
37,969321.0,4155410.0,0.009000000000000001
38,972835.0,2211199.0,1.0
39,1003903.0,5344699.0,0.0213
40,1045531.0,3027399.0,0.99
41,1085171.0,6388643.0,1.0
42,1085171.0,4152431.0,0.0721
43,1101917.0,14309.0,1.0
44,1132768.0,426595.0,0.009000000000000001
45,1132768.0,4155410.0,0.009000000000000001
46,1152976.0,9458785.0,0.0046
47,1270244.0,7920159.0,0.0040999999999999995
48,1270569.0,8804271.0,0.0025
49,1322111.0,8804271.0,0.0192
50,1358438.0,8391710.0,0.065
51,1377679.0,6101952.0,0.0375
52,1462452.0,4155410.0,0.006999999999999999
53,1462452.0,3801269.0,0.006
54,1462452.0,426595.0,0.006
55,1501626.0,4068646.0,1.0
56,1644318.0,1377679.0,0.9997
57,1644318.0,6101952.0,0.0375
58,1687341.0,3545212.0,0.272
59,1769150.0,4680630.0,1.0
60,1770891.0,3801269.0,0.027999999999999997
61,1770891.0,2315742.0,0.0462
62,1770891.0,426595.0,0.045
63,1770891.0,4155410.0,0.025
64,1770891.0,11358963.0,0.0496
65,1770891.0,3316727.0,0.040999999999999995
66,1777942.0,5622596.0,0.9998999999999999
67,1794120.0,426595.0,0.01
68,1794120.0,11358963.0,0.042
69,1794120.0,3316727.0,0.040999999999999995
70,1909869.0,8804271.0,0.0322
71,1923688.0,2811963.0,0.0068000000000000005
72,1939196.0,6101952.0,0.012
73,1977128.0,8804271.0,0.021099999999999997
74,2027863.0,8894812.0,0.0301
75,2158423.0,1270244.0,0.5
76,2158423.0,4525250.0,0.0499
77,2158423.0,7920159.0,0.7
78,2158423.0,10399965.0,0.0344
79,2158423.0,7544919.0,0.0644
80,2158423.0,5110165.0,0.9990000000000001
81,2200639.0,10279779.0,0.0286
82,2211199.0,11358963.0,0.027000000000000003
83,2225414.0,1670178.0,0.997
84,2260447.0,8804271.0,0.0132
85,2288976.0,5344699.0,0.0554
86,2315742.0,2946162.0,1.0
87,2350615.0,6101952.0,0.1
88,2354524.0,5462276.0,0.20079999999999998
89,2429942.0,8614049.0,0.009899999999999999
90,2471428.0,3888120.0,1.0
91,2471785.0,2849800.0,0.0005
92,2571804.0,8294766.0,0.0002
93,2571804.0,9458785.0,0.004699999999999999
94,2571804.0,3545212.0,0.0001
95,2571804.0,3151426.0,0.0006
96,2571804.0,8614049.0,0.0001
97,2571804.0,3160620.0,0.0002
98,2571804.0,8036417.0,0.0002
99,2571804.0,3801269.0,0.0001
100,2571804.0,426595.0,0.0001
101,2799340.0,8391710.0,0.037000000000000005
102,2808876.0,2960060.0,0.083
103,2811963.0,4189302.0,0.1
104,2811963.0,2350615.0,0.9412
105,2811963.0,6101952.0,0.05
106,2849800.0,7032861.0,0.5001
107,2926521.0,6101952.0,0.025
108,2946162.0,1770891.0,1.0
109,2952903.0,5344699.0,0.0696
110,2960060.0,5889269.0,0.0009
111,2960060.0,191919.0,1.0
112,2961050.0,6101952.0,0.075
113,2976221.0,8298497.0,1.0
114,3027399.0,2811963.0,0.0068000000000000005
115,3030143.0,8894812.0,0.0001
116,3030886.0,2315742.0,0.0706
117,3030886.0,4155410.0,0.006999999999999999
118,3040063.0,7259487.0,1.0
119,3076863.0,4152431.0,0.0038
120,3094547.0,11888499.0,0.63
121,3141235.0,4152431.0,0.0269
122,3151426.0,1501626.0,1.0
