,shareholder_id,company_id
338,438087,1609198
339,438087,4264526
340,438098,1670002
341,438771,11206957
342,438771,2727024
343,438771,10774774
344,438771,1612020
345,439649,4866776
346,439985,2208550
347,440433,1670002
348,440715,6056192
349,440715,6748021
350,442123,4072698
351,442123,2008145
352,442594,5725546
353,444385,8674417
354,445550,10781606
355,447661,10488703
356,447743,2484976
357,447743,4430714
358,450602,8674417
359,451403,8674417
360,454315,6776739
361,461709,8674417
362,463964,966651
363,464284,4947546
364,464712,6478122
365,466759,10107805
366,466999,8483048
367,466999,3420959
368,466999,5882723
369,466999,7320974
370,466999,2328812
371,466999,3400185
372,466999,6971319
373,469245,5728651
374,472766,357839
375,472766,5466985
376,472766,9472505
377,472766,7724646
378,472766,497137
379,472766,11116799
380,472766,1582764
381,472766,7105724
382,472766,7879160
383,472766,4658288
384,476402,10778639
385,482442,5008881
386,484047,8091860
387,488617,3940125
388,489098,11697049
389,491742,3791198
390,491742,1720655
391,491742,6738524
392,491742,3159795
393,491742,11167583
394,491742,465948
395,494266,2970563
396,495209,9393929
397,499628,6056192
398,503844,8631048
399,503879,9393929
400,507656,10614241
401,512478,7659215
402,515026,711032
403,515690,615105
404,519510,3504185
405,521441,5317277
406,521447,4338516
407,524967,8091860
408,527607,10820373
409,531550,11773418
410,538268,9103919
411,542099,11269210
412,543465,2267508
413,544529,8674417
414,546078,1111609
415,546078,7996533
416,546078,6463986
417,546078,2595426
418,546078,5840261
419,550112,10944692
420,556431,2060205
421,556738,10402841
422,557978,8674417
423,558581,9793987
424,559636,5602465
425,561170,345108
426,566338,6583955
427,566806,9393929
428,570431,4230822
429,570765,11392242
430,574189,2484976
431,580461,1896825
432,582898,11219841
433,584671,11275167
434,585569,9710914
435,585638,2265027
436,590998,4341421
437,593021,8995746
438,594518,2608082
439,595110,2857057
440,595653,1157601
441,597449,7989198
442,597641,8339513
443,598925,5101986
444,599258,5016688
445,599522,1088347
446,602532,4634464
447,604949,2208550
448,605183,4094403
449,607961,10085661
450,608279,4107157
451,608279,3960236
452,609815,7771476
453,614688,1343870
454,615105,9412732
455,621332,5016688
456,623400,11477709
457,626100,1006428
458,628175,2674052
459,629527,4419581
460,635419,6971319
461,639903,2426615
462,642910,2660740
463,643592,614688
464,645373,11893081
465,648598,10514042
466,648704,4430714
467,653107,4415477
468,653107,4071476
469,655100,10519254
470,668621,9210642
471,669233,6782408
472,671286,7651708
473,671286,7351780
474,676186,5929314
475,677892,4430714
476,679749,10727743
477,680044,7523638
478,682885,9774579
479,683234,10711745
480,687503,1670002
481,691526,3601366
482,697695,4866776
483,697695,4198145
484,699492,11378079
485,699492,1809558
486,699492,2199694
487,699492,6048474
488,699492,10774774
489,700055,4866776
490,700055,4198145
491,702540,8950526
492,703008,8187614
493,703008,4571451
494,703008,3495057
495,703008,6185049
496,703171,10440742
497,710991,9499755
498,711441,1670002
499,712332,9469415
500,714896,6520265
501,716550,5522789
502,716640,9209210
503,717717,4634464
504,719659,6049694
505,720965,11824714
506,726300,6664710
507,726531,8098862
508,733190,5602005
509,733883,4018180
510,734110,8674417
511,734454,9451331
512,740771,2289917
513,744193,6082998
514,744193,3879958
515,744393,4394536
516,749880,2592675
517,750973,7910214
518,752231,2484976
519,754376,10036559
520,757221,5330496
521,758474,2545889
522,759769,2267508
523,759769,1023969
524,762616,1670002
525,764417,2936818
526,764936,8515703
527,765578,6354522
528,765633,10312278
529,766811,11734413
530,771348,11424158
531,776614,4430714
532,779338,5238431
533,779338,10063375
534,781158,10711745
535,781710,8674417
536,782730,8396881
537,788337,304837
538,788850,11310386
539,789057,2394819
540,789057,4107157
541,789057,4303316
542,789057,5872201
543,789057,8104971
544,789237,1854070
545,789599,4866776
546,791671,7914598
547,792333,8852064
548,792364,5382108
549,792823,1961697
550,793607,4887991
551,794111,2060205
552,794111,10453048
553,797066,11106355
554,802041,8573912
555,802041,11271685
556,802041,10614241
557,802041,9025662
558,802041,3879042
559,802041,507656
560,804009,8307672
561,804759,4776149
562,805535,5382108
563,805709,10716924
564,805709,6275815
565,806545,11115153
566,809324,8663185
567,811170,1670002
568,811434,9185460
569,813017,11378079
570,813017,4254405
571,813017,8071756
572,813017,2910642
573,813017,11310386
574,813017,3397772
575,813017,1137344
576,813017,2199694
577,813017,11727710
578,813017,4389605
579,813543,10312278
580,814598,8674417
581,823654,3165759
582,824624,10711745
583,829010,6439226
584,835671,9393929
585,835824,6687242
586,836631,8725562
587,836881,7128167
588,838050,10149226
589,838050,7691476
590,839062,10678060
591,845446,2727024
592,852254,2208550
593,853764,789057
594,853842,4389605
595,855943,10488703
596,859233,711032
597,862005,4430714
598,868093,5317083
599,868093,8339513
600,868093,4023596
601,868093,10023443
602,868093,7224720
603,869952,2289917
604,871438,9710914
605,877939,2484976
606,878855,10304146
607,880284,1748320
608,882440,4073916
609,888726,1670002
610,891243,8070413
611,893442,11730947
612,893442,2658845
613,893442,1161403
614,897348,8084234
615,898433,10347395
616,898504,7712555
617,898504,10622446
618,898790,9393929
619,898824,5824074
620,899605,11245014
621,900827,10312278
622,901560,359724
623,901877,9097271
624,902651,11716453
625,903384,2697595
626,903384,11392242
627,903384,9575302
628,903801,7940875
629,909949,10306172
630,910887,11359568
631,917603,247507
632,919077,2208550
633,920696,3826819
634,920696,3495057
635,921959,10761831
636,923503,1809558
637,923503,10774774
638,924471,9677449
639,932206,2277599
640,933244,6398555
641,937306,9244816
642,938698,4760231
643,941281,4430714
644,943964,4178958
645,944264,10680438
646,946340,9288225
647,948856,3731501
648,948920,6453219
649,948920,1599719
650,948920,1854070
651,948920,4394536
652,949196,11378079
653,949196,1809558
654,949196,2199694
655,949196,6048474
656,949196,10774774
657,949611,6859560
658,950570,1609198
659,952007,836881
660,952062,9393929
661,953302,1025259
662,955401,4866776
663,955401,4198145
664,957469,1244782
665,959122,341061
666,961683,6776739
667,962131,345108
668,966651,10611021
669,968511,8674417
670,971033,1670002
671,971549,3031908
672,972263,10402187
673,972263,3045620
674,972263,4468030
675,972263,467023
676,976378,10093911
677,977970,7651708
678,978762,4314912
679,980204,2458873
680,983404,9393929
681,983404,1768276
682,985829,2697595
683,985829,11392242
684,987272,5387286
685,991104,10399628
686,991104,10041389
687,991104,7595486
688,991104,9892789
689,991104,10412729
690,992834,11860522
691,992834,3031908
692,992834,437126
693,994693,6186830
694,995575,1534004
695,995575,7677623
696,995575,1468350
697,996973,7879
698,997395,10306172
699,997395,166051
700,1000000,8950526
701,1000000,1983756
702,1000000,11206957
703,1000000,11727710
704,1004793,1829243
705,1006428,2486387
706,1010038,10172928
707,1012580,2289917
708,1013077,10238654
709,1013077,6094377
710,1013077,10484070
711,1013551,1103217
712,1019386,7460313
713,1023544,8008425
714,1023969,11724818
715,1024327,7119143
716,1024327,11509123
717,1024512,11392242
718,1026360,4623902
719,1028154,1670002
720,1029606,8674417
721,1033916,6776739
722,1033916,8080858
723,1034823,11023988
724,1047335,11490811
725,1048225,1006428
726,1049513,1748320
727,1058414,2060673
728,1061321,1611324
729,1061321,1854070
730,1061321,368638
731,1065603,8071756
732,1065603,8008425
733,1065603,4461785
734,1065603,11252611
735,1065789,11344121
736,1065789,2141729
737,1065789,4108526
738,1065789,4840143
739,1065789,1527985
740,1065789,273703
741,1065789,3795817
742,1065789,5645029
743,1065789,9133857
744,1065789,2918841
745,1065789,370071
746,1065789,4308886
747,1065789,1695159
748,1072505,836881
749,1074998,10495040
750,1075618,11089027
751,1075717,3720919
752,1075717,1854070
753,1075717,3654096
754,1075717,3521423
755,1078502,9406400
756,1079871,1923327
757,1084067,614688
758,1085131,7416264
759,1085605,7458371
760,1086203,5238431
761,1086203,3601366
762,1088347,2698542
763,1090300,6398555
764,1090966,1404148
765,1090966,1442894
766,1090966,3172386
767,1090966,10067510
768,1091202,4394536
769,1093906,2608082
770,1094937,5844825
771,1097793,2277599
772,1098334,10539493
773,1099158,6167179
774,1101965,1282235
775,1102956,11618995
776,1103399,11774887
777,1103399,7371801
778,1104119,5949561
779,1105829,4430714
780,1108370,7905399
781,1109245,1854070
782,1114763,3301196
783,1116645,11773418
784,1118132,5811122
785,1118521,9158863
786,1118779,8975687
787,1122311,4659339
788,1122311,6423978
789,1131904,546078
790,1135841,82935
791,1137103,9762941
792,1137344,3486291
793,1142096,7400470
794,1142425,1767859
795,1142425,6290310
796,1143294,11233645
797,1143316,11893081
798,1143798,1155049
799,1144836,10036559
800,1145867,4792302
801,1146721,8008425
802,1149221,8396881
803,1155049,7043652
804,1155049,9393929
805,1155049,5887788
806,1155049,10691029
807,1161403,4466755
808,1161403,2658845
809,1165811,5048124
810,1169370,10761831
811,1169615,5317277
812,1173713,11824714
813,1188356,4254405
814,1189432,1748320
815,1191321,64392
816,1191611,10392700
817,1193239,8703876
818,1195881,2332614
819,1196362,7529744
820,1200279,10209231
821,1201636,10341356
822,1202705,10985614
823,1202705,351619
824,1204175,8278580
825,1209862,8731754
826,1210483,11211234
827,1215042,8178775
828,1216627,8959609
829,1217198,7085780
830,1219185,4169515
831,1219185,11822
832,1221966,4547634
833,1222839,11206957
834,1225841,2263835
835,1228920,8098862
836,1230000,4951969
837,1230179,2484976
838,1230179,5280404
839,1230179,3895729
840,1230179,9393929
841,1230179,983404
842,1230179,1103217
843,1230755,2199694
844,1232364,8731754
845,1233446,1886917
846,1233473,8674417
847,1234135,9288225
848,1234135,6511450
849,1234135,11310386
850,1234135,851864
851,1234135,2910642
852,1234135,6247437
853,1234135,3929708
854,1234135,411248
855,1234135,3397772
856,1234135,1143294
857,1242106,1809558
858,1242474,3766456
859,1242848,7950648
860,1242848,10791681
861,1242848,3331001
862,1242978,5694512
863,1244782,1771746
864,1247028,2208550
865,1253920,546078
866,1254765,7141275
867,1255728,11362529
868,1255815,7135045
869,1257454,4182239
870,1258544,3929708
871,1258544,7937814
872,1270788,9774579
873,1271019,10209231
874,1272333,2208550
875,1276385,7646164
876,1279103,9393929
877,1282235,1643944
878,1282316,2572621
879,1284091,7744366
880,1284091,7940875
881,1284091,628175
882,1286594,11477709
883,1287079,230750
884,1287264,10240869
885,1287997,2484976
886,1288938,6056192
887,1288938,9851333
888,1290497,6398555
889,1290935,11177014
890,1290935,2475445
891,1290935,7523916
892,1292224,1075717
893,1293293,2760488
894,1293293,11093695
895,1293293,3607050
896,1293847,7823522
897,1295162,6167179
898,1296551,1781306
899,1296551,6048474
900,1297115,8755150
901,1300069,7877516
902,1300069,7890348
903,1300111,5602005
904,1305262,9393929
905,1305633,3186709
906,1305633,4875143
907,1307630,10753324
908,1307806,6467
909,1310352,4087571
910,1310547,1155049
911,1317076,1762574
912,1325155,2545889
913,1327539,629527
914,1333823,3078813
915,1334273,3816568
916,1336300,11551935
917,1340477,3940125
918,1340917,3817080
919,1340917,5687328
920,1343870,4436558
921,1344306,8071756
922,1344306,8104971
923,1351318,8674417
924,1352622,7628477
925,1352622,10310382
926,1353368,4394536
927,1355020,10412729
928,1355533,1641341
929,1358024,7085780
930,1359391,4681388
931,1361696,11378079
932,1362537,2698542
933,1362537,10176114
934,1363260,1670002
935,1372871,2662453
936,1376025,2074366
937,1377449,8257763
938,1380901,11793553
939,1391391,11727710
940,1391391,1612020
941,1392014,5570414
942,1393087,7297295
943,1395887,5387286
944,1395887,10727743
945,1395887,10036559
946,1397829,2454434
947,1398656,6516498
948,1399957,11271685
949,1401162,3879042
950,1401162,11271685
951,1401162,10614241
952,1401162,9025662
953,1401162,8573912
954,1401162,507656
955,1402507,1961697
956,1403103,8805531
957,1403103,8465183
958,1403977,2408861
959,1404148,11511333
960,1408154,3707663
961,1408154,7355583
962,1408482,5548858
963,1408482,4473239
964,1408482,8104971
965,1411807,788337
966,1414830,3159795
967,1414830,10007560
968,1415109,8382637
969,1417542,2484976
970,1419895,4464600
971,1421155,7310407
972,1421458,8098862
973,1423269,2210105
974,1424866,8104971
975,1426870,7406222
976,1427129,4935365
977,1427245,9793485
978,1427421,9836268
979,1431119,11860522
980,1434045,543465
981,1438485,1670002
982,1440359,9701498
983,1442894,5641154
984,1442894,10067510
985,1442903,3841834
986,1445464,9984336
987,1445969,11151687
988,1450280,5672395
989,1450280,3502444
990,1451963,7868743
991,1451963,11598561
992,1452126,836881
993,1452302,6405779
994,1452302,9982919
995,1461508,4248527
996,1468350,8159802
997,1470088,8469826
998,1474571,6048474
999,1474571,9953369
1000,1474571,5317277
1001,1474588,11219841
1002,1474915,7085780
1003,1477170,3583479
1004,1478137,2199694
1005,1482654,3248397
1006,1484762,8008425
1007,1484762,948920
1008,1484762,1612020
1009,1488978,10113231
1010,1489972,8471142
1011,1492573,2697595
1012,1492573,11392242
1013,1493156,9999032
1014,1494685,4353106
1015,1497736,3941993
1016,1498421,836881
1017,1503359,3864017
1018,1505004,3159795
1019,1505004,6819828
1020,1505004,247507
1021,1510630,10028131
1022,1512899,2563772
1023,1513796,3910677
1024,1516115,1090966
1025,1516115,3172386
1026,1516902,2117092
1027,1521039,1649922
1028,1523562,11532517
1029,1523562,7719974
1030,1524012,7010770
1031,1524017,4645053
1032,1524017,11898237
1033,1525088,8034651
1034,1525424,4205857
1035,1527985,5438959
1036,1527985,2731871
1037,1534004,10023735
1038,1536529,217659
1039,1537795,2542934
1040,1537795,4470635
1041,1541020,10412729
1042,1543487,1670002
1043,1543551,11209434
1044,1543551,4712822
1045,1543551,726300
1046,1543551,4571451
1047,1543551,6803528
1048,1550560,5008881
1049,1556277,5479739
1050,1560434,6234738
1051,1566378,9600046
1052,1568792,1075717
1053,1568792,3521423
1054,1570596,11644855
1055,1570827,1809558
1056,1570827,2199694
1057,1570827,6048474
1058,1570827,10774774
1059,1573697,3031908
1060,1579455,11434569
1061,1579455,7812197
1062,1579455,3817080
1063,1580632,1075417
1064,1583288,5533823
1065,1588298,606188
1066,1595243,10209231
1067,1598358,8674417
1068,1599719,1854070
1069,1602625,8674417
1070,1603898,9412732
1071,1604871,10956484
1072,1605294,1523562
1073,1605294,1287264
1074,1605294,10007560
1075,1606631,1965531
1076,1609198,2760391
1077,1610736,628175
1078,1611324,368638
1079,1612020,2697595
1080,1612020,3163560
1081,1612878,10209231
1082,1615898,9393929
1083,1620466,9793987
1084,1620692,9574208
1085,1620692,10341026
1086,1621868,3979218
1087,1623832,546078
1088,1624449,1006428
1089,1631812,1809558
1090,1631812,8104971
1091,1631869,11823798
1092,1631869,10440742
1093,1631869,5703686
1094,1631869,6247437
1095,1631869,3397772
1096,1635246,1854070
1097,1640762,11211234
1098,1641341,11607808
1099,1641341,961683
1100,1641341,11170884
1101,1641341,1103217
1102,1643944,2608082
1103,1644065,10595036
1104,1645141,3276838
1105,1645141,5779822
1106,1647244,8849153
1107,1647244,7649320
1108,1647699,11271685
1109,1649922,3810857
1110,1650433,1404148
1111,1657697,1006428
1112,1659919,2752978
1113,1660157,82935
1114,1661636,7285657
1115,1661768,10753783
1116,1663548,8899526
1117,1663752,597641
1118,1665392,5769120
1119,1666408,10842161
1120,1667898,5317277
1121,1668493,6667229
1122,1670002,1560434
1123,1670002,6234738
1124,1670002,6623066
1125,1670035,7872662
1126,1670035,6950995
1127,1673165,2270354
1128,1675277,206931
1129,1675277,7542795
1130,1677848,9967983
1131,1680376,2259873
1132,1680805,10691029
1133,1680805,8008425
1134,1680805,4394536
1135,1680805,1543551
1136,1680805,3826819
1137,1680805,4571451
1138,1680805,1641341
1139,1683223,11221158
1140,1687186,6375929
1141,1691775,2932634
1142,1693915,1404148
1143,1694328,1419895
1144,1696332,538268
1145,1697543,11362529
1146,1697543,8703876
1147,1697543,4221012
1148,1697761,11477709
1149,1699971,5008881
1150,1700571,9898309
1151,1700571,43975
1152,1700571,10732701
1153,1700571,758474
1154,1700571,1720655
1155,1700571,6564682
1156,1700571,4303316
1157,1700571,7891820
1158,1701559,7296188
1159,1701559,11022108
1160,1702397,2009611
1161,1703625,10531887
1162,1706879,4866776
1163,1706879,4198145
1164,1707426,43975
1165,1707426,10732701
1166,1707426,10691029
1167,1707426,6564682
1168,1707426,4303316
1169,1707426,7891820
1170,1709828,8382637
1171,1710121,10795738
1172,1710168,24737
1173,1712777,5580044
1174,1716717,5328041
1175,1716717,3240191
1176,1718976,11941241
1177,1720393,4379012
1178,1720655,11041023
1179,1721883,3159552
1180,1722346,5008881
1181,1723369,10842161
1182,1724490,6553645
1183,1726667,11778796
1184,1726667,11291364
1185,1726686,9677449
1186,1726686,711032
1187,1729154,1573697
1188,1729154,7144901
1189,1732140,333831
1190,1733413,3207971
1191,1733663,11726621
1192,1733663,1983756
1193,1733663,7646164
1194,1733663,11206957
1195,1733663,1404148
1196,1733663,2484976
1197,1733663,217659
1198,1733663,8283469
1199,1733663,1965531
1200,1733663,1809558
1201,1733663,1720655
1202,1733663,10691029
1203,1733663,10028131
1204,1733663,10007560
1205,1733663,10352845
1206,1733663,2199694
1207,1733663,6048474
1208,1733663,10774774
1209,1733751,4169515
1210,1738135,9701498
1211,1745405,1670002
1212,1745405,4430714
1213,1745405,2267508
1214,1745405,11310386
1215,1747984,1599131
1216,1748124,3646264
1217,1748320,3303363
1218,1748320,3898783
1219,1748320,5511926
1220,1748320,5791898
1221,1750076,6247437
1222,1751344,311209
1223,1756037,2336877
1224,1757830,1670002
1225,1757903,4349171
1226,1765174,8849153
1227,1765174,10691029
1228,1765174,4389605
1229,1765983,2608082
1230,1766791,1614704
1231,1768276,9393929
1232,1771061,8674417
1233,1771490,2484976
1234,1777773,11219841
1235,1777773,2697595
1236,1779022,6748021
1237,1780856,11219841
1238,1781306,1296551
1239,1784118,9393929
1240,1785533,4866776
1241,1785533,4198145
1242,1787767,1854070
1243,1793547,1697543
1244,1793739,1450280
1245,1795631,7141275
1246,1795922,10654031
1247,1800392,7756360
1248,1801156,11206957
1249,1801672,5908288
1250,1805995,8518062
1251,1809558,7103019
1252,1809558,4146736
1253,1809558,8895151
1254,1819686,8959609
1255,1819686,4430714
1256,1821185,2208550
1257,1825784,4093195
1258,1827525,9427252
1259,1827561,2289917
1260,1828094,7649320
1261,1829243,995575
1262,1830069,6405779
1263,1831724,2910642
1264,1835919,230750
1265,1836816,4353106
1266,1839278,8002880
1267,1845484,8674417
1268,1846015,10691029
1269,1846873,546078
1270,1854070,8576621
1271,1854070,4430714
1272,1854070,5770187
1273,1854070,6945917
1274,1854070,6048474
1275,1854070,2936818
1276,1859576,10202644
1277,1859979,8098862
1278,1861419,4203651
1279,1865961,10209231
1280,1870049,2208550
1281,1870254,1404148
1282,1870356,5008881
1283,1870664,9318273
1284,1870664,2484976
1285,1870664,10392700
1286,1871175,11520498
1287,1873223,2340248
1288,1876670,2484976
1289,1878040,3879958
1290,1878040,6082998
1291,1883976,9351046
1292,1886065,10890365
1293,1886917,1614704
1294,1886917,5016688
1295,1887435,3879958
1296,1890931,2484976
1297,1891015,9836268
1298,1894380,9842954
1299,1896825,10848088
1300,1896925,9145673
1301,1896925,8854561
1302,1896925,7396283
1303,1896925,5690229
1304,1896925,8647289
1305,1896925,159026
1306,1896925,10329604
1307,1896925,2879112
1308,1896925,6048474
1309,1896925,5460121
1310,1898718,1103217
1311,1898976,7868743
1312,1899678,966651
1313,1904631,7651708
1314,1907136,1262593
1315,1911711,10656700
1316,1913106,6742263
1317,1914609,2697595
1318,1920358,11835949
1319,1921199,7897133
1320,1923327,4866776
1321,1923327,4198145
1322,1928010,10669899
1323,1934420,6837082
1324,1934641,2109371
1325,1935419,8128828
1326,1935419,5889602
1327,1935419,9915961
1328,1935419,3829796
1329,1936290,3929708
1330,1938493,11033394
1331,1941181,6411191
1332,1948333,4565845
1333,1954465,1670002
1334,1956206,10627572
1335,1956206,8278580
1336,1956206,464573
1337,1956206,879905
1338,1956206,5623399
1339,1956206,1823441
1340,1956733,10664291
1341,1956733,10985614
1342,1956733,6676169
1343,1956733,1242474
1344,1956733,8339513
1345,1956733,1230179
1346,1956733,983404
1347,1957063,5757624
1348,1958381,2484976
1349,1958531,1219042
1350,1960610,1670002
1351,1961697,8184697
1352,1961697,11079141
1353,1961697,1270788
1354,1961697,9774579
1355,1971140,4430714
1356,1973586,3601366
1357,1973586,6246429
1358,1977425,10996193
1359,1979960,8731754
1360,1981931,2074366
1361,1983756,3351173
1362,1983756,5811285
1363,1984658,2534361
1364,1984919,1404148
1365,1989970,2208550
1366,1990445,3397772
1367,1990707,653107
1368,1990707,597641
1369,1990707,7891820
1370,1992611,4169515
1371,1992611,11033394
1372,1993110,3632850
1373,1993512,9810390
1374,1993638,2208550
1375,2000674,10711745
1376,2005443,8889641
1377,2005443,6671557
1378,2005732,8674417
1379,2007168,8674417
1380,2008145,3163560
1381,2010639,6799937
1382,2013455,3375000
1383,2014323,9836268
1384,2015160,5008881
1385,2017490,5016688
1386,2018082,7406222
1387,2018082,1426870
1388,2018105,2484976
1389,2018105,2752978
1390,2018478,6398555
1391,2019789,2966514
1392,2020495,363192
1393,2021746,11023988
1394,2024081,11052181
1395,2027645,4866776
1396,2029277,11618995
1397,2029674,2510074
1398,2030252,11477709
1399,2030423,2208550
1400,2037002,4087571
1401,2037991,5958427
1402,2038002,4623902
1403,2039781,7989354
1404,2039960,7478594
1405,2042187,11501230
1406,2045885,6844673
1407,2047102,7085780
1408,2049016,8674417
1409,2049475,9600046
1410,2049796,1801672
1411,2050132,6398555
1412,2051374,3731501
1413,2052176,8246555
1414,2054195,2936818
1415,2054419,10995698
1416,2054628,11501230
1417,2059422,11478291
1418,2059862,5387286
1419,2061537,5228367
1420,2061639,11786195
1421,2062222,10848088
1422,2062222,8677163
1423,2062222,4415477
1424,2062222,4071476
1425,2062222,8841003
1426,2062541,10312278
1427,2067762,3757970
1428,2071494,11255793
1429,2074413,8674417
1430,2074933,10065496
1431,2075168,6776739
1432,2075168,6803528
1433,2075168,1033916
