,shareholder_id,company_id,ownership
0,8649.0,10564391.0,0.0001
1,24111.0,8477527.0,0.056799999999999996
2,50121.0,5765110.0,0.023
3,50121.0,8109407.0,0.048600000000000004
4,50121.0,11586048.0,0.005
5,76283.0,9624772.0,0.009000000000000001
6,87275.0,7324013.0,0.020499999999999997
7,88435.0,4415955.0,0.0209
8,107097.0,8477527.0,0.0068000000000000005
9,138957.0,10476013.0,0.0143
10,144528.0,11126963.0,1.0
11,205154.0,9751811.0,0.0004
12,212104.0,4783720.0,0.7501000000000001
13,220416.0,685031.0,0.0019
14,222168.0,10564391.0,0.0001
15,229920.0,4455578.0,1.0
16,248470.0,10981372.0,0.0253
17,259813.0,9437765.0,0.1009
18,261471.0,4641743.0,0.5486
19,261471.0,8018082.0,0.5
20,266436.0,8477527.0,0.0068000000000000005
21,290601.0,10547571.0,1.0
22,290601.0,4530454.0,1.0
23,290601.0,2259725.0,0.029900000000000003
24,290601.0,3448387.0,0.0342
25,295046.0,7418799.0,0.0001
26,365902.0,11452297.0,1.0
27,428300.0,10478927.0,1.0
28,429592.0,9437765.0,0.0018
29,454254.0,1894548.0,0.065
30,474230.0,5202399.0,0.026000000000000002
31,502617.0,7687057.0,0.0285
32,505261.0,10564391.0,0.0001
33,505302.0,603484.0,1.0
34,521103.0,6373971.0,0.2256
35,541844.0,9437765.0,0.001
36,603484.0,2908373.0,1.0
37,641438.0,2952540.0,0.1
38,643324.0,5209871.0,0.006
39,677556.0,7378870.0,0.287
40,685031.0,1943303.0,1.0
41,685031.0,2643070.0,0.7447
42,717542.0,9751811.0,0.0027
43,759714.0,8477527.0,0.0068000000000000005
44,775175.0,2952540.0,0.004
45,804626.0,9751811.0,0.0076
46,819161.0,9437765.0,0.588
47,836684.0,4322194.0,0.8003
48,837741.0,138957.0,0.7501000000000001
49,844098.0,10564391.0,0.0001
50,849622.0,11623660.0,1.0
51,852775.0,10564391.0,0.0001
52,855333.0,1894548.0,0.037000000000000005
53,883803.0,1780190.0,0.9986
54,923457.0,6625366.0,1.0
55,933638.0,9624772.0,0.006
56,957862.0,10564391.0,0.0001
57,1012115.0,11438981.0,0.02
58,1012115.0,6128935.0,0.74
59,1027271.0,6584941.0,1.0
60,1030734.0,641438.0,0.0559
61,1037051.0,4415955.0,0.071
62,1046496.0,5209871.0,0.053
63,1047457.0,9653638.0,0.0001
64,1077853.0,1894548.0,0.034
65,1095929.0,10476013.0,0.0483
66,1102178.0,6653823.0,0.017
67,1137060.0,8109407.0,0.0706
68,1137060.0,229920.0,0.006999999999999999
69,1183945.0,3898028.0,0.5001
70,1183945.0,6765915.0,0.5001
71,1183945.0,8199599.0,1.0
72,1184744.0,9653638.0,0.002
73,1186147.0,3538316.0,0.4
74,1226084.0,10476013.0,0.07730000000000001
75,1259805.0,3852197.0,0.0049
76,1268562.0,7687057.0,0.0155
77,1302327.0,5209871.0,0.069
78,1302327.0,229920.0,0.028999999999999998
79,1302327.0,11818839.0,0.030899999999999997
80,1323825.0,290601.0,1.0
81,1326579.0,11818839.0,0.0048
82,1326579.0,6476442.0,0.02
83,1339437.0,10476013.0,0.016
84,1350763.0,6373971.0,0.7744
85,1350763.0,521103.0,0.5567
86,1364693.0,10981372.0,0.0348
87,1381878.0,685031.0,0.0003
88,1414348.0,11818839.0,0.0032
89,1414348.0,8109407.0,0.0246
90,1414348.0,5209871.0,0.012
91,1414348.0,365902.0,0.02
92,1443407.0,9751811.0,0.0078000000000000005
93,1453612.0,5236225.0,1.0
94,1454973.0,9751811.0,0.0062
95,1455153.0,8477527.0,0.056799999999999996
96,1482269.0,9716962.0,0.0555
97,1486864.0,10564391.0,0.0001
98,1494650.0,10981372.0,0.0101
99,1570944.0,10981372.0,0.0385
100,1574725.0,7687057.0,0.0302
101,1626520.0,4415955.0,0.18100000000000002
102,1655533.0,10564391.0,0.0001
103,1658798.0,2952540.0,0.025
104,1661824.0,7687057.0,0.0406
105,1672696.0,2449303.0,1.0
106,1694777.0,1894548.0,0.022000000000000002
107,1700250.0,9437765.0,0.0013
108,1713009.0,6476442.0,0.0033
109,1722866.0,10564391.0,0.0001
110,1755719.0,8786487.0,0.6
111,1764067.0,3448387.0,0.0365
112,1779637.0,3633158.0,0.08800000000000001
113,1780190.0,4351951.0,1.0
114,1780190.0,6626867.0,1.0
115,1782090.0,9624772.0,0.0001
116,1783298.0,7687057.0,0.025
117,1788141.0,8477527.0,0.0909
118,1831316.0,7324013.0,0.3245
119,1833350.0,10564391.0,0.0024
120,1833350.0,4211424.0,0.9865
121,1833350.0,8533554.0,0.853
122,1833350.0,8477527.0,0.4545
123,1856028.0,10476013.0,0.0038
124,1860854.0,9624772.0,0.0001
125,1873580.0,10981372.0,0.0346
126,1894548.0,849622.0,1.0
127,1894548.0,454254.0,0.5001
128,1904927.0,6653823.0,0.0127
129,1924084.0,11818839.0,0.03
130,1943303.0,2643070.0,0.2552
131,1949623.0,10564391.0,0.0001
132,2003335.0,10564391.0,0.0001
133,2011958.0,4859371.0,1.0
134,2016390.0,229920.0,0.006999999999999999
135,2020299.0,2678275.0,0.09
136,2035066.0,3538316.0,0.4
137,2044175.0,9751811.0,0.0139
138,2054623.0,7080313.0,1.0
139,2066569.0,3254097.0,0.001
140,2075795.0,6476442.0,0.027000000000000003
141,2089164.0,1894548.0,0.009000000000000001
142,2097221.0,10564391.0,0.0001
143,2150204.0,7456348.0,0.5740999999999999
144,2151356.0,3633158.0,0.21600000000000003
145,2165564.0,9653638.0,0.0014000000000000002
146,2173573.0,7324013.0,0.0002
147,2193242.0,9624772.0,0.0001
148,2201024.0,2678275.0,0.09
149,2237725.0,7687057.0,0.0175
150,2259725.0,6156300.0,0.956
151,2268492.0,9653638.0,0.0001
152,2269274.0,3852197.0,0.0055000000000000005
153,2324672.0,24111.0,1.0
154,2325367.0,8786487.0,0.085
155,2332565.0,4733222.0,1.0
156,2336378.0,365902.0,0.038
157,2369519.0,9653638.0,0.272
158,2372854.0,2952540.0,0.02
159,2372854.0,8477527.0,0.0068000000000000005
160,2405779.0,5209871.0,0.006
161,2405779.0,229920.0,0.006999999999999999
162,2432481.0,10564391.0,0.0001
163,2441922.0,7383038.0,0.27
164,2449303.0,10476013.0,0.0467
165,2449303.0,7550055.0,0.03
166,2449303.0,8109407.0,0.0202
167,2449303.0,11818839.0,0.0038
168,2483359.0,1658798.0,0.85
169,2485163.0,10564391.0,0.0001
170,2498452.0,11453290.0,0.9998999999999999
171,2502075.0,8006139.0,0.07
172,2508284.0,10564391.0,0.0001
173,2562589.0,9437765.0,0.0029
174,2563445.0,9751811.0,0.0014000000000000002
