,company_id,assets
1001,1859979,
1002,1861419,8646470.0
1003,1865961,
1004,1870049,
1005,1870254,
1006,1870356,
1007,1870664,
1008,1871175,
1009,1873223,
1010,1876670,81084000.0
1011,1877479,24985858.0
1012,1878040,
1013,1878324,5203756.0
1014,1883976,
1015,1886065,104920000.0
1016,1886917,583455980.0
1017,1887435,
1018,1890931,
1019,1891015,32266312.0
1020,1894380,2588397848.0
1021,1896825,328335.0
1022,1896925,555619000000.0
1023,1898718,
1024,1898976,
1025,1899678,
1026,1904631,870096687.0
1027,1907136,
1028,1911711,
1029,1913106,
1030,1914609,2187232000.0
1031,1919721,75102354.0
1032,1920358,2796106.0
1033,1921199,
1034,1923327,188720636.0
1035,1928010,113884585.0
1036,1934420,
1037,1934641,99498351.0
1038,1935419,221250011.0
1039,1936290,58211000.0
1040,1938493,
1041,1941181,
1042,1948333,
1043,1951698,43481000000.0
1044,1954465,
1045,1956206,
1046,1956733,142530000000.0
1047,1957063,
1048,1958381,
1049,1958531,
1050,1960610,
1051,1961697,39788957.0
1052,1965531,69752198.0
1053,1966808,
1054,1971140,121345517.0
1055,1971451,372361000.0
1056,1971476,
1057,1973586,7784979.0
1058,1977425,181795.0
1059,1979960,
1060,1981931,3091025.0
1061,1983756,34168000000.0
1062,1984658,576434699.0
1063,1984919,
1064,1986592,
1065,1987778,26413722.0
1066,1989970,
1067,1990445,17166262.0
1068,1990707,
1069,1992611,2405599000.0
1070,1993110,
1071,1993512,257555733.0
1072,1993638,
1073,1995165,262523018.0
1074,2000674,570268.0
1075,2005443,15393720.0
1076,2005732,
1077,2006205,26192704.0
1078,2007168,
1079,2008145,12352136000.0
1080,2009611,387872004.0
1081,2010639,
1082,2013455,
1083,2014323,16104684.0
1084,2015160,
1085,2017490,
1086,2018082,
1087,2018105,28843022000.0
1088,2018478,
1089,2019789,1677898.0
1090,2020495,30574378.0
1091,2021746,
1092,2024081,
1093,2027645,
1094,2027682,55456563.0
1095,2029277,
1096,2029674,2883773.0
1097,2030252,436407656.0
1098,2030405,110251841.0
1099,2030423,
1100,2036573,49063016.0
1101,2037002,
1102,2037991,1802100000.0
1103,2038002,
1104,2039781,
1105,2039960,
1106,2041497,15896004.0
1107,2042187,
1108,2045885,
1109,2047102,
1110,2049016,
1111,2049475,945944.0
1112,2049796,1773810548.0
1113,2050132,
1114,2051374,
1115,2052176,
1116,2054195,
1117,2054419,
1118,2054628,281654.0
1119,2059422,369042339.0
1120,2059862,
1121,2060205,45310942.0
1122,2060673,13838551.0
1123,2061537,
1124,2061639,34080564.0
1125,2062222,78768000000.0
1126,2062541,
1127,2067762,
1128,2071494,405404000.0
1129,2074366,6264619.0
1130,2074413,
1131,2074933,197888344.0
1132,2075168,106010746.0
1133,2075472,2508748000.0
1134,2075790,25173000.0
1135,2077646,
1136,2081260,
1137,2083550,
1138,2085063,
1139,2086406,
1140,2086460,154663000.0
1141,2088748,7419149.0
1142,2090035,
1143,2091806,25598452000.0
1144,2093820,
1145,2094061,196698706.0
1146,2094796,113.0
1147,2099582,
1148,2103908,664836175.0
1149,2106070,
1150,2106079,103008000.0
1151,2107510,
1152,2109371,99498350.0
1153,2115110,
1154,2116042,
1155,2116765,
1156,2117092,75408031.0
1157,2117809,56645641.0
1158,2120517,6395166000.0
1159,2121810,
1160,2123909,2867893000.0
1161,2126180,1459642.0
1162,2126653,2777669000.0
1163,2127540,69552.0
1164,2128533,17389054.0
1165,2131035,
1166,2131683,
1167,2132410,
1168,2134470,1268457000.0
1169,2135108,
1170,2138009,
1171,2139975,
1172,2141729,4147000000.0
1173,2142264,3760064.0
1174,2142779,
1175,2146744,
1176,2147237,
1177,2148436,99277374.0
1178,2151328,565649142.0
1179,2152411,
1180,2153954,57901653.0
1181,2156226,
1182,2157287,
1183,2160028,10968434.0
1184,2163390,
1185,2163970,
1186,2166936,
1187,2167779,
1188,2168377,30098354062.0
1189,2169975,
1190,2170241,
1191,2177032,
1192,2177725,10254485.0
1193,2179136,
1194,2180583,146361335.0
1195,2181926,772719118.0
1196,2185019,
1197,2187655,8068996.0
1198,2190473,
1199,2193844,
1200,2195682,
1201,2195893,
1202,2197465,
1203,2198250,827488201.0
1204,2199584,
1205,2199694,404979900996.0
1206,2200467,1368149000.0
1207,2200848,
1208,2202981,65032421.0
1209,2204944,4925416000.0
1210,2205333,
1211,2207459,10889992000.0
1212,2208550,439189706.0
1213,2209175,
1214,2209771,48782225.0
1215,2210063,1501144145.0
1216,2210105,1922776000.0
1217,2212680,
1218,2212934,
1219,2213013,2655286000.0
1220,2214473,
1221,2218226,
1222,2218473,87580902.0
1223,2219447,
1224,2221330,631157000.0
1225,2223962,
1226,2224263,
1227,2227071,766411000.0
1228,2227730,47488277.0
1229,2228797,
1230,2229349,
1231,2231053,7808252.0
1232,2233231,
1233,2235364,647024000.0
1234,2236471,
1235,2236731,75199043.0
1236,2236922,
1237,2238061,
1238,2238514,2.0
1239,2239281,46802560.0
1240,2240888,263221000000.0
1241,2241822,
1242,2244361,18815767.0
1243,2247685,
1244,2247713,
1245,2250000,3222296.0
1246,2251300,2076353939.0
1247,2251404,
1248,2253824,
1249,2253831,
1250,2254296,5630840.0
1251,2254373,
1252,2259178,
1253,2259873,122815341.0
1254,2260500,
1255,2263835,8744301000.0
1256,2265027,2009495908.0
1257,2265646,
1258,2267508,2176445000.0
1259,2267595,321929188.0
1260,2268190,
1261,2270354,
1262,2270706,
1263,2276867,1075406962.0
1264,2277599,501443945.0
1265,2279012,
1266,2281999,
1267,2282562,21117297.0
1268,2289917,3362542.0
1269,2292912,
1270,2294366,1815185.0
1271,2294904,724164265.0
1272,2297220,
1273,2299290,
1274,2303787,
1275,2304205,29944433.0
1276,2305099,10657220.0
1277,2309198,
1278,2310561,
1279,2310594,
1280,2312266,
1281,2313305,1121000000.0
1282,2314814,23801660.0
1283,2316930,266622175.0
1284,2320435,
1285,2323636,
1286,2325432,
1287,2325597,
1288,2327479,
1289,2328812,23400948278.0
1290,2332614,768726.0
1291,2334095,
1292,2336877,33696000.0
1293,2339540,
1294,2339670,103187000.0
1295,2340248,2.0
1296,2342455,4590169.0
1297,2343347,
1298,2343636,65537.0
1299,2344036,
1300,2344106,
1301,2346031,
1302,2350463,
1303,2352910,
1304,2354706,50575000.0
1305,2359104,
1306,2360159,
1307,2364904,
1308,2366647,
1309,2370002,
1310,2373736,3844052.0
1311,2375334,
1312,2375356,
1313,2375870,
1314,2377684,
1315,2379033,721006000.0
1316,2381643,1355426.0
1317,2383320,15319794.0
1318,2391307,241660029.0
1319,2393444,
1320,2394386,
1321,2394819,107094294.0
1322,2394945,
1323,2396371,14267790.0
1324,2398804,
1325,2399952,
1326,2400071,1032498823.0
1327,2401752,29969240000.0
1328,2402017,5276493.0
1329,2402626,
1330,2402807,
1331,2402892,
1332,2404217,148349462.0
1333,2404674,85842216509.0
1334,2404723,
1335,2405210,5234429.0
1336,2406144,
1337,2408861,
1338,2409103,
1339,2409676,
1340,2413294,
1341,2414762,
1342,2418602,40000000.0
1343,2420904,1023101.0
1344,2421894,
1345,2422738,9775197000.0
1346,2423760,
1347,2426615,6329720.0
1348,2427992,
1349,2431588,
1350,2433217,
1351,2435454,181691482.0
1352,2436599,
1353,2437737,
1354,2441542,3294746.0
1355,2441970,
1356,2442154,431869000.0
1357,2443438,
1358,2445781,
1359,2447832,
1360,2449914,
1361,2450565,
1362,2454076,261198031.0
1363,2454434,63340095.0
1364,2458873,36820748.0
1365,2460143,
1366,2461002,
1367,2463206,211392268.0
1368,2465066,
1369,2471095,
1370,2475445,120266865.0
1371,2476434,
1372,2477756,
1373,2478750,
1374,2484033,
1375,2484327,
1376,2484903,
1377,2484976,492415000000.0
1378,2485411,
1379,2485445,187565149.0
1380,2485964,
1381,2486387,103824012.0
1382,2486524,
1383,2487150,
1384,2488104,186862842.0
1385,2488110,2990000000.0
1386,2489027,204854904789.0
1387,2491073,42227829.0
1388,2495576,31675819.0
1389,2495873,100138926.0
1390,2500936,881127606.0
1391,2505216,
1392,2506109,1422537665.0
1393,2509454,18446714000.0
1394,2510074,2501801.0
1395,2512423,
1396,2513244,3424862000.0
1397,2515972,5845022.0
1398,2517957,
1399,2518795,
1400,2521078,29658907.0
1401,2521250,
1402,2523763,215613000.0
1403,2529547,
1404,2534361,506779000.0
1405,2536378,
1406,2542934,236885192.0
1407,2545889,472113.0
1408,2547626,
1409,2548963,
1410,2550594,30575906000.0
1411,2551276,
1412,2551511,73415301.0
1413,2553313,
1414,2554154,32168808000.0
1415,2554173,
1416,2555719,
1417,2556871,98276617.0
1418,2557540,
1419,2560388,45480017.0
1420,2563772,
1421,2565502,31465032.0
1422,2566029,
1423,2572572,
1424,2572621,157173191.0
1425,2572870,
1426,2572980,
1427,2574481,8997495.0
1428,2575037,1338904553.0
1429,2579002,153192384.0
1430,2580385,22422102.0
1431,2581646,
1432,2582312,
1433,2588478,875587500.0
1434,2588972,56680067.0
1435,2589733,
1436,2592225,
1437,2592675,8587737.0
1438,2593923,
1439,2594187,
1440,2595426,
1441,2595959,
1442,2597175,
1443,2598889,
1444,2600787,
1445,2602671,52397267.0
1446,2608082,7579610.0
1447,2609075,
1448,2609342,
1449,2610171,
1450,2611171,513557925.0
1451,2613970,5940791.0
1452,2616016,
1453,2617900,45473598351.0
1454,2620073,
1455,2622227,
1456,2624432,
1457,2626370,
1458,2627499,
1459,2628515,5290388.0
1460,2629420,931695.0
1461,2631590,
1462,2632908,274735243.0
1463,2633134,
1464,2634292,
1465,2635127,
1466,2636444,1239807717.0
1467,2644002,21433257000.0
1468,2646312,
1469,2652834,4382548.0
1470,2653165,
1471,2656836,
1472,2658845,55507000000.0
1473,2659069,
1474,2660535,439020000.0
1475,2660740,203337000.0
1476,2661311,
1477,2661916,227958426.0
1478,2662453,34027721.0
1479,2663427,55514782.0
1480,2664040,
1481,2664586,17376058.0
1482,2666648,
1483,2669600,210742531.0
1484,2670879,465022000.0
1485,2672303,
1486,2674052,92560693.0
1487,2677726,
1488,2678077,
1489,2680620,16721230000.0
1490,2680631,81081736.0
1491,2690570,
1492,2691105,24323819.0
1493,2694169,76299310.0
1494,2694297,781132742.0
1495,2695592,
1496,2696521,85801205.0
1497,2697595,422008509.0
1498,2697778,
1499,2698542,2013093000.0
1500,2700276,
1501,2700806,
1502,2707975,38464828.0
1503,2708962,
1504,2713053,
1505,2713182,
1506,2713450,9611139.0
1507,2713790,
1508,2715347,
