,company_id,assets,nace_2digit,nace_4digit,is_biotech
647,11514861,1055402934.0,64.0,6499.0,False
648,11586048,13123115973.0,68.0,7010.0,False
649,11591975,,,,False
650,11622636,,,,False
651,11622813,898076869.0,65.0,6511.0,False
652,11623660,60143941.0,66.0,6630.0,False
653,11653087,,,,False
654,11658987,27037931000.0,64.0,6419.0,False
655,11667335,,,,False
656,11687645,143806007000.0,64.0,6419.0,False
657,11742588,,,,False
658,11744164,,,,False
659,11764530,751325.0,25.0,2562.0,False
660,11775163,,,,False
661,11785938,23940090.0,66.0,6619.0,False
662,11790314,461717000.0,64.0,6419.0,False
663,11797681,,,,False
664,11818839,41504792646.0,64.0,6499.0,False
665,11829470,165832.0,82.0,8299.0,False
666,11844115,,,,False
667,11846150,23140373000.0,64.0,6420.0,False
668,11865131,,,,False
669,11888317,,,,False
670,11889175,2106509000.0,64.0,6419.0,False
671,11900442,1297500000.0,64.0,6419.0,False
672,11907475,,,,False
673,11942880,,,,False
